Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID18797646,28-Sep-16,4819-6940-5506-8061,8011,SEG12
CTID98508324,5-May-16,8793-4049-9771-8176,43338,SEG18
CTID43604474,2-Sep-16,5530-1215-6434-9691,13020,SEG18
CTID32303915,21-Apr-16,7106-4239-7093-1515,21476,SEG23
CTID52998556,5-Jun-16,4138-5166-7490-1188,10067,SEG25
CTID18789890,10-May-16,5254-4916-6547-4795,35797,SEG22
CTID22955166,30-Aug-16,6399-9536-6027-1857,38590,SEG21
CTID47558211,24-Nov-16,2764-7023-8396-5255,9837,SEG23
CTID65540820,28-Nov-16,7290-4771-9163-1291,39090,SEG14
CTID15024652,20-Feb-16,2595-7800-1142-5225,16141,SEG25
CTID98174879,1-Nov-16,8115-7743-6213-9284,1016,SEG24
CTID80787923,6-Mar-16,5129-6974-6371-2964,17320,SEG24
CTID43572190,20-Sep-16,7726-3678-8092-6414,46233,SEG25
CTID13666013,14-Feb-16,5750-8229-8026-8893,34514,SEG13
CTID78055416,7-Jun-16,7665-2468-6158-3511,3305,SEG22
CTID46289386,18-Aug-16,8138-6235-7062-6142,27023,SEG13
CTID27421637,6-Aug-16,6321-2048-7733-8765,16887,SEG23
CTID31400724,19-Apr-16,9604-6821-2861-8084,39165,SEG20
CTID33121777,18-Apr-16,6722-7299-6082-7974,11358,SEG19
CTID32451994,19-May-16,5533-2042-7236-9790,10990,SEG19
CTID32764936,22-Feb-16,7106-4239-7093-1515,1820,SEG17
CTID77563793,29-Jan-16,4963-4850-8565-5494,9420,SEG16
CTID72365698,22-Dec-16,8706-3809-5167-3899,15433,SEG11
CTID33894782,2-Jan-16,9030-1667-6058-6173,28169,SEG25
CTID74487828,22-Jan-16,3461-8685-2115-2963,44696,SEG17
CTID61830484,12-Mar-16,1629-9566-3285-2123,46778,SEG19
CTID48822111,9-Nov-16,5481-9525-6488-7566,11261,SEG22
CTID68118711,18-Jun-16,8159-1257-4706-7544,42646,SEG20
CTID81573764,17-May-16,4610-9984-7768-4610,23764,SEG14
CTID98722459,19-Sep-16,7299-3529-7767-1695,49675,SEG15
CTID78888422,27-Nov-16,9873-6894-5872-1884,24296,SEG19
CTID70414778,28-Jul-16,9356-9491-6534-8313,47605,SEG18
CTID91159004,14-Dec-16,5563-4162-6828-9835,36408,SEG17
CTID71084344,6-Apr-16,3158-1638-7701-9309,37083,SEG16
CTID35281491,5-Aug-16,6893-1438-6516-3207,17673,SEG17
CTID43858169,23-Dec-16,2524-4184-5908-6750,11654,SEG21
CTID64453341,25-Sep-16,7141-7294-3956-4408,37557,SEG16
CTID26228369,21-Feb-16,7811-4511-7664-6960,45370,SEG15
CTID17630871,8-Dec-16,6045-2636-8278-8875,7170,SEG13
CTID94552144,12-May-16,5274-7205-2377-3357,4790,SEG11
CTID43172113,5-Jun-16,2240-2748-8514-4335,8483,SEG11
CTID28768555,27-Mar-16,6071-3874-2856-8755,13431,SEG25
CTID47115605,31-Dec-16,6258-3903-6637-5620,44212,SEG12
CTID54634338,21-Aug-16,6042-2856-7280-2925,3206,SEG13
CTID48061809,9-Nov-16,8305-2272-4553-4911,21270,SEG23
CTID39065819,22-May-16,6148-9835-7115-4405,46253,SEG21
CTID99289323,16-Sep-16,7708-8807-7837-8812,45787,SEG16
CTID56551349,18-Oct-16,4027-9234-2261-8201,37755,SEG19
CTID22844515,5-Aug-16,4448-9587-7180-9589,17027,SEG23
CTID30955335,19-Jul-16,5540-8588-7666-7798,16066,SEG12
CTID60045127,16-May-16,6272-7021-2748-1471,31705,SEG14
CTID31398725,10-Dec-16,3323-8332-7133-7008,12549,SEG18
CTID48279603,26-Apr-16,3698-9867-4865-5497,42870,SEG18
CTID58484313,30-May-16,5805-3882-2982-9418,5339,SEG23
CTID83930402,8-Aug-16,4784-5120-3581-6184,29889,SEG14
CTID87116928,7-Jun-16,7697-2274-6431-6408,22796,SEG17
CTID57715753,29-Sep-16,1846-7945-5251-4091,38647,SEG16
CTID70702329,15-Oct-16,1893-8853-9900-8478,25624,SEG12
CTID86951510,13-Apr-16,6785-6309-6247-3002,13064,SEG19
CTID26716948,16-May-16,5349-1963-8417-8327,41863,SEG18
CTID81583835,24-May-16,4037-7862-8119-1361,4344,SEG12
CTID40595946,12-Jul-16,5556-4557-4566-1540,49914,SEG20
CTID35971473,18-Jun-16,8783-7271-8493-7931,15588,SEG18
CTID74327276,7-Jul-16,5251-7364-6702-5590,23339,SEG22
CTID49105193,23-Aug-16,6994-7925-9044-3458,3946,SEG12
CTID29631830,13-Mar-16,7729-4037-1361-9467,40682,SEG25
CTID50065324,11-Jan-16,7334-1842-5941-2149,5387,SEG20
CTID50187706,4-Jan-16,7815-7711-6866-1320,38771,SEG11
CTID78288062,25-Aug-16,8578-3662-1951-5720,1425,SEG17
CTID54077796,26-Jan-16,1608-1970-3705-7137,37701,SEG21
CTID36582959,16-Feb-16,4349-5976-1214-5524,17062,SEG19
CTID63531406,29-Jun-16,4092-8604-7363-3393,32108,SEG13
CTID85093660,4-Dec-16,7837-4036-5999-1672,27369,SEG11
CTID63504028,5-Aug-16,2370-4593-4826-2349,28237,SEG25
CTID71082240,8-Dec-16,8066-8437-2479-2481,732,SEG15
CTID87806147,15-Mar-16,7837-4036-5999-1672,29073,SEG12
CTID74584192,2-Feb-16,8528-6154-7390-5081,16872,SEG16
CTID88987457,26-Oct-16,9314-8332-5195-8287,18012,SEG18
CTID42980186,17-Feb-16,6228-9033-3508-8121,45625,SEG22
CTID78767675,11-Nov-16,4334-6855-2003-9239,7525,SEG17
CTID89205194,7-Dec-16,8341-5263-4582-7396,5025,SEG25
CTID28809015,15-Aug-16,2834-5946-1542-4074,22897,SEG12
CTID91650147,23-Mar-16,5002-6349-2806-2942,19596,SEG24
CTID94849586,2-Feb-16,8138-6235-7062-6142,19812,SEG15
CTID65870761,3-May-16,7141-7294-3956-4408,40315,SEG13
CTID55944153,9-Sep-16,4784-5120-3581-6184,120,SEG18
CTID58179699,11-Aug-16,8904-2491-3727-6958,6218,SEG13
CTID18013620,19-Dec-16,9946-6939-3033-9593,5197,SEG16
CTID34088867,17-Feb-16,4563-2673-5152-4847,14562,SEG22
CTID28877153,23-Jan-16,5894-8042-7318-9450,9091,SEG19
CTID94092200,27-Sep-16,4663-3168-7059-6778,6507,SEG21
CTID39803999,26-Feb-16,7212-8665-7734-5918,41920,SEG11
CTID89776723,3-Aug-16,3158-1638-7701-9309,763,SEG14
CTID49757403,26-Sep-16,5530-1215-6434-9691,34541,SEG15
CTID62014853,4-Jan-16,1159-7886-1385-5540,17557,SEG25
CTID63032909,17-Mar-16,6429-7684-3108-1910,9385,SEG18
CTID16143048,31-Dec-16,1438-6906-2509-8219,41695,SEG14
CTID92549202,12-Mar-16,7299-3529-7767-1695,27656,SEG13
CTID11711871,1-Feb-16,3513-5475-4629-7570,9632,SEG13
CTID74257219,20-Nov-16,7697-2274-6431-6408,42547,SEG13
CTID88848964,27-Oct-16,1655-7617-4318-5963,48215,SEG24
CTID53232894,6-Mar-16,4037-7862-8119-1361,16204,SEG23
CTID64325995,24-Jun-16,9991-4727-7710-2269,27435,SEG22
CTID62878747,26-Aug-16,8467-5358-5569-3718,841,SEG15
CTID95797877,6-Nov-16,4679-5406-6408-1233,6396,SEG16
CTID20147970,20-Apr-16,6765-2732-8888-1318,37863,SEG14
CTID39338293,11-Jul-16,5695-2379-4433-2485,48098,SEG16
CTID16719818,5-Feb-16,9558-5469-2562-5608,48661,SEG12
CTID98374827,16-Nov-16,3158-1638-7701-9309,37085,SEG16
CTID74129842,19-May-16,3146-4961-6964-4229,38728,SEG17
CTID93779074,21-Sep-16,1355-1728-8274-9593,33977,SEG14
CTID13067750,3-Sep-16,7633-7985-2079-2990,4793,SEG22
CTID58248559,10-Feb-16,8794-7936-2566-9238,33871,SEG22
CTID44683452,17-Jul-16,1661-3809-5334-2155,1849,SEG11
CTID89649488,6-Apr-16,1846-7945-5251-4091,33231,SEG16
CTID87331394,14-Sep-16,1909-6288-2284-5317,9146,SEG21
CTID11987382,25-Jul-16,6770-4547-6958-5035,26061,SEG13
CTID73095526,1-May-16,8507-1459-7315-8148,25359,SEG13
CTID36849928,30-May-16,3430-7717-8611-4878,19670,SEG23
CTID74571564,18-Jan-16,8135-1903-7706-2260,17416,SEG11
CTID50755680,21-Jan-16,2388-1652-4326-6035,31616,SEG12
CTID27891474,2-May-16,6001-5945-4665-4926,11004,SEG14
CTID25399351,2-Feb-16,3158-1638-7701-9309,24591,SEG12
CTID76474011,10-Dec-16,2349-2290-6329-3624,2357,SEG22
CTID18288968,5-Jul-16,8177-5533-1183-4063,14015,SEG21
CTID74205221,27-Jul-16,4708-4407-9601-6022,13398,SEG21
CTID46000326,24-Dec-16,5384-8278-5616-5502,4274,SEG12
CTID93200829,15-Jun-16,6075-5795-3555-1281,45417,SEG16
CTID31972025,24-Oct-16,4562-2665-7578-1931,21690,SEG12
CTID15279461,23-Apr-16,6292-8171-2649-5336,22611,SEG23
CTID35299237,23-May-16,2517-1247-3682-9050,10042,SEG22
CTID37052059,4-Jul-16,6239-8641-8524-9441,19646,SEG15
CTID84633030,22-Oct-16,5296-2987-4365-6870,28660,SEG22
CTID69654061,15-Apr-16,8159-1257-4706-7544,39658,SEG25
CTID24425008,27-Oct-16,8725-3610-8060-2617,38421,SEG12
CTID72667857,12-Aug-16,5530-1215-6434-9691,24472,SEG13
CTID63313670,13-Jan-16,6722-7299-6082-7974,31696,SEG15
CTID96805588,10-Jul-16,5750-8229-8026-8893,28465,SEG15
CTID88722130,29-Mar-16,5957-5032-1448-8189,41146,SEG21
CTID57874603,5-Oct-16,6750-4821-2334-9977,9801,SEG23
CTID95701170,2-Jun-16,8031-9022-9952-9605,48110,SEG19
CTID36031729,7-Jul-16,9930-4634-8565-6716,17591,SEG18
CTID52594996,14-Aug-16,8228-6661-8736-2838,1570,SEG17
CTID18800155,18-May-16,5734-5619-8469-4044,34715,SEG15
CTID70463684,9-Jul-16,9753-7718-2196-1448,46663,SEG25
CTID48426392,1-Feb-16,5530-2431-5627-8837,8415,SEG20
CTID68272286,18-Apr-16,9873-6894-5872-1884,42722,SEG23
CTID85121512,2-May-16,3914-1379-8974-9157,13530,SEG16
CTID30169623,1-Jul-16,7362-1637-8977-1963,39459,SEG20
CTID75726197,11-Jun-16,8711-5325-4752-4743,18978,SEG19
CTID76456522,1-Nov-16,9391-7086-9113-4893,35464,SEG24
CTID34162028,14-Mar-16,1449-4529-1480-3546,1588,SEG25
CTID21712359,5-Sep-16,4314-6417-5269-5130,15101,SEG17
CTID96283759,14-Jun-16,1410-9622-6092-3445,43571,SEG12
CTID99489987,13-Dec-16,7908-2695-7391-7499,44662,SEG12
CTID47961656,22-May-16,1336-9200-1264-2551,10508,SEG19
CTID30357009,27-Jan-16,9356-9491-6534-8313,3978,SEG16
CTID45387173,23-May-16,4610-9984-7768-4610,47543,SEG13
CTID12007294,15-Apr-16,6016-6956-6981-3103,32830,SEG17
CTID99461590,8-Feb-16,2422-2354-4628-4556,9774,SEG22
CTID36309710,7-Apr-16,3226-1711-7076-2949,16377,SEG24
CTID81178363,4-Nov-16,5349-1963-8417-8327,8977,SEG20
CTID92298451,11-May-16,7729-4037-1361-9467,1048,SEG11
CTID11429192,1-Nov-16,2463-9055-1240-3878,1656,SEG13
CTID63154463,24-Apr-16,1481-2536-2178-7547,9090,SEG18
CTID96627387,6-Oct-16,8638-5407-3631-8196,5901,SEG19
CTID52331843,1-Aug-16,2219-4852-5937-6242,2001,SEG22
CTID48508783,16-Jan-16,2219-4852-5937-6242,27306,SEG13
CTID74037563,1-Jan-16,6315-7338-3105-9947,35600,SEG18
CTID27226269,27-Jun-16,3359-9828-1991-2013,23853,SEG15
CTID87698475,25-Apr-16,5316-4617-7300-3260,21532,SEG24
CTID90494661,5-Nov-16,9842-5558-3255-3410,13687,SEG11
CTID48837728,7-Jan-16,6570-8163-4369-9734,24939,SEG18
CTID68809340,5-May-16,8002-6041-9878-5658,14472,SEG24
CTID63348015,28-Sep-16,4246-1369-3659-8804,8256,SEG19
CTID64418924,30-Jan-16,5957-5032-1448-8189,25974,SEG21
CTID50829010,21-Dec-16,2944-6929-3608-9991,48560,SEG18
CTID30679674,27-Aug-16,1893-8853-9900-8478,38270,SEG16
CTID53766031,29-Dec-16,2992-8127-2278-9771,41240,SEG18
CTID18235086,18-Nov-16,4803-9564-9708-3189,16866,SEG15
CTID94157630,27-Apr-16,4265-2692-1676-5635,30982,SEG12
CTID40845938,30-Dec-16,2992-8127-2278-9771,29506,SEG21
CTID55422232,18-Feb-16,3652-5528-4808-8216,30118,SEG15
CTID78898992,27-Feb-16,7725-3576-5626-3317,11173,SEG25
CTID98969710,27-Oct-16,9304-4488-7872-2868,5680,SEG23
CTID93157494,1-May-16,9360-2827-9359-7064,29437,SEG24
CTID16700777,16-Jan-16,9721-7299-5635-3504,19804,SEG11
CTID68929948,4-Jun-16,5747-7372-2770-2325,15629,SEG19
CTID55497486,4-Aug-16,1259-5241-3561-1773,24136,SEG23
CTID36884717,28-Apr-16,8361-7488-5303-1801,47521,SEG21
CTID70222721,9-Jul-16,5262-2954-4306-9001,27242,SEG23
CTID24100453,5-Jul-16,8794-7936-2566-9238,11322,SEG14
CTID59580836,26-Sep-16,7017-9570-4103-5076,30265,SEG17
CTID95508942,27-Feb-16,4819-6940-5506-8061,21774,SEG12
CTID56132129,27-Jan-16,4246-1369-3659-8804,11027,SEG17
CTID18424293,2-Nov-16,8376-2481-1705-6329,19848,SEG22
CTID21370626,31-Jul-16,1466-1600-9312-7604,30642,SEG16
CTID23219643,26-Jan-16,4783-2852-8264-4966,39242,SEG25
CTID78497918,18-Sep-16,8321-8463-7644-8934,36744,SEG20
CTID80042747,5-May-16,7815-7711-6866-1320,25951,SEG25
CTID22950628,12-Sep-16,2077-2389-7798-4862,23976,SEG14
CTID56434386,10-Feb-16,3007-2083-4197-9770,40919,SEG19
CTID31837137,18-Mar-16,4679-5406-6408-1233,10142,SEG21
CTID44578309,12-Jun-16,1846-7945-5251-4091,26401,SEG20
CTID26411767,25-Mar-16,9621-6787-7890-7470,32545,SEG22
CTID81733613,15-Apr-16,8231-5519-1948-3400,6591,SEG15
CTID11615109,19-Mar-16,7558-5459-8235-5737,4786,SEG18
CTID71041963,27-May-16,4971-8219-1133-6753,18453,SEG14
CTID96295666,28-Jan-16,2347-2804-9899-1830,17638,SEG25
CTID16775347,22-Apr-16,8262-8743-6406-7105,49982,SEG13
CTID77541705,31-Mar-16,5088-4839-2639-6414,41215,SEG18
CTID20502260,27-Oct-16,5805-3882-2982-9418,8225,SEG25
CTID41298050,10-Feb-16,7558-5459-8235-5737,20530,SEG19
CTID54603310,10-Nov-16,4646-8260-8197-7078,39310,SEG25
CTID92736208,24-Mar-16,1661-3809-5334-2155,11840,SEG23
CTID40286361,1-Nov-16,1652-7516-1273-1992,41531,SEG16
CTID81815342,2-Nov-16,5088-4839-2639-6414,3533,SEG23
CTID49313209,27-Sep-16,2524-4184-5908-6750,9741,SEG14
CTID26623801,27-Dec-16,5254-4916-6547-4795,21348,SEG11
CTID76370497,23-Mar-16,6042-2856-7280-2925,42341,SEG22
CTID77597438,25-Jan-16,8462-5562-6993-2745,42943,SEG22
CTID67906411,23-May-16,4646-8260-8197-7078,42345,SEG15
CTID41888927,16-May-16,1175-3754-1370-5515,31930,SEG25
CTID74274253,2-Aug-16,8115-7743-6213-9284,27920,SEG19
CTID26599215,8-Feb-16,9386-8854-6115-4075,33283,SEG25
CTID21620660,14-Jun-16,5530-1215-6434-9691,35501,SEG17
CTID29659817,28-Sep-16,9999-3058-2698-4238,15247,SEG12
CTID79363129,7-Nov-16,7234-6377-8525-5139,14760,SEG21
CTID92966568,26-May-16,7908-3850-6633-2606,2132,SEG14
CTID12698009,7-Jun-16,2595-8621-2855-9119,16810,SEG22
CTID40108338,1-Jan-16,2116-6906-9722-9824,34979,SEG22
CTID34477804,21-Jul-16,2535-9251-5633-3656,43472,SEG23
CTID98985184,10-Nov-16,6228-9033-3508-8121,43294,SEG13
CTID94861176,3-Jun-16,2949-1972-1300-6680,8030,SEG23
CTID30323713,24-Jan-16,8305-2272-4553-4911,21515,SEG24
CTID20967023,12-Jan-16,8467-5358-5569-3718,8270,SEG25
CTID45046948,23-Jul-16,8522-7783-9262-6673,39051,SEG12
CTID60398759,13-Mar-16,4803-9564-9708-3189,25372,SEG13
CTID66766124,1-Nov-16,6835-6133-8935-6988,27191,SEG16
CTID70210214,27-Jul-16,9083-6711-4313-1181,12990,SEG12
CTID60621653,12-Oct-16,2964-4590-9510-4405,14283,SEG18
CTID13613200,25-Aug-16,7416-4529-6690-5703,38453,SEG18
CTID46499308,25-Apr-16,6429-7684-3108-1910,31773,SEG20
CTID76871140,2-Aug-16,4818-7275-3513-3939,49785,SEG17
CTID62665694,10-Jun-16,8138-6235-7062-6142,10982,SEG13
CTID62906912,31-Jan-16,8341-5263-4582-7396,17610,SEG14
CTID53335387,20-Oct-16,3762-3694-9841-5446,46849,SEG14
CTID31293336,25-Jun-16,3323-8332-7133-7008,25187,SEG23
CTID72609921,11-Jul-16,6399-9536-6027-1857,25598,SEG25
CTID27901521,9-Dec-16,9157-2802-8374-1145,19335,SEG20
CTID36772775,9-Jun-16,3648-6856-2869-1255,24614,SEG19
CTID63235982,13-Jan-16,9207-1270-6690-4905,10594,SEG23
CTID65000561,30-May-16,8052-5734-6162-9591,3216,SEG18
CTID72415922,28-Sep-16,3525-9763-6876-7431,24612,SEG24
CTID95629337,27-Aug-16,5018-8635-8433-6614,30276,SEG18
CTID51839811,4-Mar-16,4246-1369-3659-8804,36577,SEG11
CTID37124046,26-May-16,7900-3001-7632-4005,48843,SEG15
CTID61881337,12-Nov-16,4341-6411-1439-6094,28394,SEG24
CTID46888613,25-Sep-16,5590-1294-8800-2874,47235,SEG18
CTID14332787,2-Oct-16,8031-9022-9952-9605,16111,SEG15
CTID95618205,17-Jun-16,4375-1627-3683-5900,32691,SEG15
CTID67073886,29-Jul-16,4310-3710-6743-6385,11364,SEG16
CTID24047618,12-Nov-16,3134-9713-5764-8285,44971,SEG21
CTID24315412,17-Sep-16,7168-9862-2659-8550,45987,SEG20
CTID88369526,15-Mar-16,5556-4557-4566-1540,20292,SEG19
CTID24303771,31-Jan-16,8685-1513-4751-8018,29222,SEG20
CTID61596114,16-Aug-16,2240-2748-8514-4335,10446,SEG22
CTID48494107,17-Nov-16,4294-8894-4829-7801,827,SEG16
CTID48932105,25-Apr-16,6570-8163-4369-9734,28472,SEG14
CTID90821368,28-Nov-16,8582-2422-3251-5767,42423,SEG18
CTID56078299,10-Aug-16,3295-6390-4452-7199,27049,SEG19
CTID31844781,20-May-16,1893-8853-9900-8478,7077,SEG23
CTID45637722,14-Dec-16,5734-5619-8469-4044,28689,SEG24
CTID95000695,13-Oct-16,4646-8260-8197-7078,35987,SEG19
CTID18611063,2-Jun-16,2911-7555-3093-9231,14452,SEG19
CTID77219064,26-Dec-16,3134-9713-5764-8285,23065,SEG24
CTID94128526,3-Aug-16,4349-5976-1214-5524,11883,SEG18
CTID45970311,20-Apr-16,7430-6895-6227-4665,17029,SEG11
CTID78519830,9-Nov-16,3461-8685-2115-2963,25706,SEG19
CTID49505747,10-Oct-16,6343-7134-9888-2361,29816,SEG13
CTID94325727,23-Oct-16,4834-4297-3113-9327,27555,SEG24
CTID12967102,28-Nov-16,9991-4727-7710-2269,7367,SEG20
CTID70091615,16-Jan-16,2161-8530-5218-6803,45483,SEG23
CTID85966549,10-Jun-16,5894-8042-7318-9450,43936,SEG19
CTID70600781,30-Jan-16,3708-8801-1521-8042,26313,SEG17
CTID37082453,17-Feb-16,8685-1513-4751-8018,16842,SEG14
CTID88501393,14-Oct-16,5129-6974-6371-2964,28157,SEG18
CTID72004108,22-Mar-16,9546-5205-4705-9447,7786,SEG13
CTID69050919,2-Oct-16,8793-4049-9771-8176,2596,SEG11
CTID55369845,21-Feb-16,9873-6894-5872-1884,11501,SEG11
CTID48060801,15-Dec-16,9843-6858-7863-1891,32684,SEG13
CTID37485029,2-Sep-16,1556-5778-6667-4345,16591,SEG24
CTID11840332,31-May-16,4310-3710-6743-6385,27219,SEG11
CTID85181702,18-Dec-16,5991-4421-8476-3804,45349,SEG19
CTID50446868,9-Oct-16,7017-9570-4103-5076,40946,SEG16
CTID88093360,2-Jun-16,3362-7342-4639-8164,17601,SEG13
CTID37134244,5-Nov-16,2992-8127-2278-9771,25744,SEG19
CTID64323600,20-Jul-16,5145-7864-6575-8768,44287,SEG13
CTID84744300,7-Oct-16,5005-7427-6443-4284,15825,SEG21
CTID90745966,10-Jun-16,4314-6417-5269-5130,43110,SEG16
CTID26431866,21-Feb-16,4803-9564-9708-3189,3771,SEG11
CTID41260454,6-Jul-16,8590-6850-6104-5846,46895,SEG22
CTID35914151,5-Feb-16,1661-3809-5334-2155,48717,SEG22
CTID71323338,26-Jan-16,5747-7372-2770-2325,21192,SEG16
CTID78819638,29-Sep-16,9458-1130-5333-6475,3233,SEG23
CTID85155534,17-Jan-16,4679-5406-6408-1233,6088,SEG17
CTID28832761,10-Mar-16,6016-6956-6981-3103,33683,SEG17
CTID11312616,26-Nov-16,8706-3809-5167-3899,8750,SEG13
CTID49454456,26-Aug-16,8578-3662-1951-5720,17178,SEG16
CTID39361048,6-Feb-16,6171-3568-7740-8072,7051,SEG11
CTID17806246,3-Jan-16,5094-8484-5014-6152,47472,SEG19
CTID73271582,15-Mar-16,4663-3168-7059-6778,48701,SEG14
CTID33351604,30-Jul-16,6620-4005-4574-6263,8968,SEG23
CTID14981224,8-Jan-16,1556-5778-6667-4345,32034,SEG15
CTID81771889,30-Dec-16,9873-6894-5872-1884,37338,SEG11
CTID29130804,5-Dec-16,6531-1690-4324-2760,17744,SEG15
CTID15936817,28-May-16,6750-4821-2334-9977,47286,SEG12
CTID47316696,20-Feb-16,4856-2191-9879-6388,11092,SEG15
CTID64041734,4-Mar-16,4144-3271-6301-9342,27960,SEG11
CTID17873488,20-May-16,9546-5205-4705-9447,27209,SEG24
CTID34362196,25-May-16,1846-7945-5251-4091,25478,SEG19
CTID32700044,25-Jan-16,5530-1215-6434-9691,15741,SEG13
CTID70577054,26-May-16,4012-7774-6690-7055,32302,SEG24
CTID27908877,21-Mar-16,2893-7786-7528-2338,1001,SEG14
CTID85200462,7-Oct-16,3708-8801-1521-8042,42372,SEG18
CTID27296018,30-Jun-16,1652-7516-1273-1992,9707,SEG19
CTID42304794,14-Jun-16,8376-2481-1705-6329,17186,SEG24
CTID68072273,24-Mar-16,5274-7205-2377-3357,7003,SEG25
CTID19562553,8-Oct-16,8769-1185-5731-6569,28217,SEG21
CTID18300908,9-Jul-16,6617-5782-1394-1632,21476,SEG14
CTID52464565,19-Jan-16,2868-5606-5152-5706,46666,SEG16
CTID49098125,1-Mar-16,5262-2954-4306-9001,42758,SEG20
CTID93118896,24-Apr-16,2724-3903-7331-7820,5660,SEG16
CTID93941414,27-Jul-16,8522-7783-9262-6673,47058,SEG12
CTID75630979,31-Jan-16,6315-7338-3105-9947,30542,SEG22
CTID65828825,29-Jul-16,7430-6895-6227-4665,8407,SEG14
CTID42324171,6-Jul-16,5296-2987-4365-6870,13237,SEG16
CTID31101114,15-Oct-16,2854-6117-5924-2770,40480,SEG25
CTID55020424,27-Jan-16,6321-2048-7733-8765,4549,SEG23
CTID27844937,21-Nov-16,2517-1247-3682-9050,24382,SEG25
CTID18278103,23-Apr-16,2357-9896-6403-5970,34932,SEG14
CTID79787591,3-Nov-16,1290-5480-3763-3387,7830,SEG21
CTID80152395,13-Jul-16,6514-4444-5642-2615,39046,SEG19
CTID36230394,8-Jan-16,9558-5469-2562-5608,27568,SEG11
CTID12984785,11-May-16,6001-5945-4665-4926,8046,SEG24
CTID49394384,28-May-16,9517-7826-1862-6726,8724,SEG18
CTID98138586,12-Jan-16,4819-6940-5506-8061,9393,SEG18
CTID49384323,12-Jul-16,7168-9862-2659-8550,23363,SEG25
CTID25191096,24-Sep-16,2868-5606-5152-5706,26399,SEG19
CTID97108606,5-Oct-16,6479-5593-2105-9060,41796,SEG18
CTID27670551,3-Mar-16,7447-6644-5678-8061,26949,SEG14
CTID20442644,16-Sep-16,5262-2954-4306-9001,29707,SEG17
CTID37568605,28-Dec-16,6228-9033-3508-8121,7168,SEG13
CTID94177027,8-Dec-16,6617-5782-1394-1632,46350,SEG23
CTID89969877,21-Apr-16,1113-9175-3253-8426,11630,SEG24
CTID40657983,22-Dec-16,8481-9097-2828-9363,34709,SEG15
CTID95439725,5-Jul-16,5540-8588-7666-7798,16628,SEG11
CTID29422211,17-Mar-16,7843-4724-2851-6218,28462,SEG23
CTID72827130,4-Sep-16,9753-7718-2196-1448,37925,SEG18
CTID97359382,17-Feb-16,4220-2591-3295-3300,13773,SEG12
CTID72913172,22-Nov-16,8522-7783-9262-6673,15727,SEG19
CTID63602802,23-Jan-16,6292-8171-2649-5336,25900,SEG21
CTID84556088,24-Jul-16,2447-6299-5016-4953,16284,SEG17
CTID16172429,7-Nov-16,4843-3880-6792-2259,34417,SEG16
CTID50450695,2-Jun-16,8462-5562-6993-2745,36913,SEG12
CTID16453651,28-Jul-16,3969-9181-6385-4422,48229,SEG24
CTID96695029,9-Feb-16,8486-4186-7122-3452,31176,SEG15
CTID78929087,20-Jan-16,4818-7275-3513-3939,3636,SEG14
CTID47335292,1-Nov-16,5674-3252-5805-3288,30977,SEG12
CTID72386937,10-Sep-16,1187-8674-2708-3972,14519,SEG18
CTID46331752,12-Oct-16,6045-2636-8278-8875,8565,SEG11
CTID32690083,27-Aug-16,4334-6855-2003-9239,33169,SEG23
CTID11149009,6-Nov-16,9248-9032-8076-1225,6946,SEG12
CTID86162665,19-Feb-16,9458-1130-5333-6475,6022,SEG24
CTID25453883,26-Aug-16,5962-5634-2696-2739,35276,SEG11
CTID61496520,12-Mar-16,5296-2987-4365-6870,28390,SEG12
CTID44871103,14-Oct-16,8590-6850-6104-5846,43535,SEG25
CTID98584871,23-Feb-16,6994-7925-9044-3458,39929,SEG18
CTID62072624,25-May-16,4491-2026-2441-2049,48302,SEG19
CTID45542711,19-Feb-16,4864-7119-5608-7611,38018,SEG15
CTID68373205,13-Jul-16,6479-5593-2105-9060,29599,SEG16
CTID37689415,31-Aug-16,8462-5562-6993-2745,738,SEG20
CTID29331419,12-Oct-16,5316-4617-7300-3260,36953,SEG17
CTID13000637,18-Oct-16,6750-4821-2334-9977,28867,SEG12
CTID55081781,7-Jun-16,1290-5480-3763-3387,5457,SEG20
CTID23043917,16-Aug-16,6697-9358-9213-4896,44048,SEG13
CTID30962162,28-Nov-16,9162-3465-6654-4891,46458,SEG18
CTID61435785,7-Apr-16,9497-8994-1281-9719,31060,SEG12
CTID55005749,10-Jun-16,8769-1185-5731-6569,11932,SEG21
CTID68900064,1-Sep-16,9132-7052-6630-5540,8817,SEG20
CTID51553672,22-Nov-16,3461-8685-2115-2963,45998,SEG14
CTID27452357,14-Feb-16,3295-6390-4452-7199,19851,SEG17
CTID62129002,5-Aug-16,4349-5976-1214-5524,39711,SEG19
CTID35551049,21-Oct-16,3440-1978-8156-5313,17509,SEG21
CTID92873404,28-Jan-16,7224-9964-4793-3939,14065,SEG11
CTID29692752,5-Oct-16,8706-3809-5167-3899,35396,SEG11
CTID96090405,12-Apr-16,3544-7836-9589-7635,22126,SEG21
CTID90952985,28-Dec-16,3196-5064-6247-7113,20506,SEG12
CTID11376965,27-Dec-16,7290-4771-9163-1291,22326,SEG20
CTID63252665,11-May-16,1175-3754-1370-5515,14199,SEG16
CTID40055091,29-Mar-16,9083-6711-4313-1181,28132,SEG23
